CIFAR10_iid,,,CIFAR10_niid,,,CIFAR100_iid,,,CIFAR100_niid,,,Shakespeare_iid,,,Shakespeare_niid,,,Cora_iid,,,Cora_niid,,,CiteSeer_iid,,,CiteSeer_niid,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy
FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,
,,,,,,53,59.53,,,,,,,,,,,84,83.2171655,,,,,35,69,,,
,,,,,,54,59.76,,,,,,,,,,,85,83.77430223,,,,,36,69,,,
,,,,,,55,60.53,,,,,,,,,,,86,84.40193348,,,,,37,70,,,
,,,,,,56,59.84,,,,,,,,,,,87,84.09275011,,,,,38,69.33333333,,,
,,,,,,57,60.76,,,,,,,,,,,88,83.6183777,,,,,39,70.66666667,,,
,,,,,,58,61.07,,,,,,,,,,,89,84.27861138,,,,,40,68.66666667,,,
,,,,,,59,60.85,,,,,,,,,,,90,83.74500077,,,,,41,69,,,
,,,,,,60,61.07,,,,,,,,,,,91,85.783268,,,,,42,69,,,
,,,,,,61,61.53,,,,,,,,,,,92,85.38924377,,,,,43,69.33333333,,,
,,,,,,62,61.59,,,,,,,,,,,93,84.41283263,,,,,44,69.66666667,,,
,,,,,,63,61.37,,,,,,,,,,,94,85.7907677,,,,,45,71,,,
,,,,,,64,61.39,,,,,,,,,,,95,84.4457329,,,,,46,71.33333333,,,
,,,,,,65,60.89,,,,,,,,,,,96,84.38320126,,,,,47,71.33333333,,,
,,,,,,66,61.1,,,,,,,,,,,97,84.12872624,,,,,48,71,,,
,,,,,,67,61.24,,,,,,,,,,,98,84.12970014,,,,,49,71.33333333,,,
,,,,,,68,61.55,,,,,,,,,,,99,82.70661285,,,,,50,71.33333333,,,
,,,,,,69,61.3,,,,,,,,,,,100,83.99344291,,,,,51,69.33333333,,,
,,,,,,70,60.98,,,,,,,,,,,101,84.52715789,,,,,52,70,,,
,,,,,,71,61.21,,,,,,,,,,,102,83.55288455,,,,,53,70.33333333,,,
,,,,,,72,62.06,,,,,,,,,,,103,84.2789576,,,,,54,71.66666667,,,
,,,,,,73,61.76,,,,,,,,,,,104,84.10423592,,,,,55,72,,,
,,,,,,74,62.04,,,,,,,,,,,105,82.66976205,,,,,56,71.33333333,,,
,,,,,,75,61.34,,,,,,,,,,,106,82.98390735,,,,,57,71,,,
,,,,,,76,61.83,,,,,,,,,,,107,83.88475811,,,,,58,70.66666667,,,
,,,,,,77,61.98,,,,,,,,,,,108,82.96262108,,,,,59,70.66666667,,,
,,,,,,78,62.55,,,,,,,,,,,109,83.72479118,,,,,60,70.33333333,,,
,,,,,,79,62.51,,,,,,,,,,,110,83.27470919,,,,,61,70.66666667,,,
,,,,,,80,62.1,,,,,,,,,,,111,82.94823921,,,,,62,70.33333333,,,
,,,,,,81,62.8,,,,,,,,,,,112,83.82343952,,,,,63,70.33333333,,,
,,,,,,82,62.81,,,,,,,,,,,113,83.08070005,,,,,64,70.33333333,,,
,,,,,,83,62.68,,,,,,,,,,,114,82.89774732,,,,,65,70.33333333,,,
,,,,,,84,62.78,,,,,,,,,,,115,82.82009373,,,,,66,70,,,
,,,,,,85,62.78,,,,,,,,,,,116,83.21519775,,,,,67,70,,,
,,,,,,86,63.05,,,,,,,,,,,117,84.38501201,,,,,68,70,,,
,,,,,,87,63.05,,,,,,,,,,,118,82.11677043,,,,,69,70.33333333,,,
,,,,,,88,62.89,,,,,,,,,,,119,83.48260927,,,,,70,70.33333333,,,
,,,,,,89,62.78,,,,,,,,,,,120,83.04107395,,,,,71,69.66666667,,,
,,,,,,90,63.57,,,,,,,,,,,121,83.68518306,,,,,72,70,,,
,,,,,,91,62.86,,,,,,,,,,,122,84.39552659,,,,,73,69.66666667,,,
,,,,,,92,63.12,,,,,,,,,,,123,84.78570708,,,,,74,71.33333333,,,
,,,,,,93,63.27,,,,,,,,,,,124,84.19572821,,,,,75,71.33333333,,,
,,,,,,94,63.37,,,,,,,,,,,125,84.05251374,,,,,76,71.66666667,,,
,,,,,,95,63.07,,,,,,,,,,,126,82.67398046,,,,,77,71.33333333,,,
,,,,,,96,62.64,,,,,,,,,,,127,82.26689102,,,,,78,71.66666667,,,
,,,,,,97,63.25,,,,,,,,,,,128,83.11772547,,,,,79,71,,,
,,,,,,98,63.4,,,,,,,,,,,129,83.73858525,,,,,80,71.66666667,,,
,,,,,,99,63.38,,,,,,,,,,,130,83.94358767,,,,,81,71.33333333,,,
,,,,,,100,63.26,,,,,,,,,,,131,83.84961113,,,,,82,71,,,
,,,,,,101,63.27,,,,,,,,,,,132,84.50549373,,,,,83,70.33333333,,,
,,,,,,102,63.55,,,,,,,,,,,133,83.90956913,,,,,84,70.66666667,,,
,,,,,,103,63.19,,,,,,,,,,,134,83.04151981,,,,,85,70,,,
,,,,,,104,64.31,,,,,,,,,,,,,,,,,86,69.66666667,,,
,,,,,,105,63.55,,,,,,,,,,,,,,,,,87,69.66666667,,,
,,,,,,106,63.48,,,,,,,,,,,,,,,,,88,69.66666667,,,
,,,,,,107,63.3,,,,,,,,,,,,,,,,,89,69.66666667,,,
,,,,,,108,63.69,,,,,,,,,,,,,,,,,90,69.66666667,,,
,,,,,,109,63.79,,,,,,,,,,,,,,,,,91,70.33333333,,,
,,,,,,110,63.47,,,,,,,,,,,,,,,,,92,71,,,
,,,,,,111,63.65,,,,,,,,,,,,,,,,,93,70,,,
,,,,,,112,64.03,,,,,,,,,,,,,,,,,94,70.33333333,,,
,,,,,,113,64.3,,,,,,,,,,,,,,,,,95,70,,,
,,,,,,114,63.88,,,,,,,,,,,,,,,,,96,70,,,
,,,,,,115,63.6,,,,,,,,,,,,,,,,,97,69.66666667,,,
,,,,,,116,64.08,,,,,,,,,,,,,,,,,98,70.33333333,,,
,,,,,,117,63.72,,,,,,,,,,,,,,,,,99,69.66666667,,,
,,,,,,118,63.98,,,,,,,,,,,,,,,,,100,70,,,
,,,,,,119,63.75,,,,,,,,,,,,,,,,,101,70,,,
,,,,,,120,64.1,,,,,,,,,,,,,,,,,102,70.33333333,,,
,,,,,,121,64.14,,,,,,,,,,,,,,,,,103,70.33333333,,,
,,,,,,122,64.32,,,,,,,,,,,,,,,,,104,70.33333333,,,
,,,,,,123,64.22,,,,,,,,,,,,,,,,,105,70,,,
,,,,,,124,64.17,,,,,,,,,,,,,,,,,106,70.33333333,,,
,,,,,,125,63.9,,,,,,,,,,,,,,,,,107,70,,,
,,,,,,126,64.22,,,,,,,,,,,,,,,,,108,69.33333333,,,
,,,,,,127,63.85,,,,,,,,,,,,,,,,,109,69.66666667,,,
,,,,,,128,64.34,,,,,,,,,,,,,,,,,110,70,,,
,,,,,,129,64.19,,,,,,,,,,,,,,,,,111,70.33333333,,,
,,,,,,130,64.39,,,,,,,,,,,,,,,,,112,70.33333333,,,
,,,,,,131,64.15,,,,,,,,,,,,,,,,,113,70.66666667,,,
,,,,,,132,64.46,,,,,,,,,,,,,,,,,114,70.66666667,,,
,,,,,,133,64.24,,,,,,,,,,,,,,,,,115,70,,,
,,,,,,134,64.13,,,,,,,,,,,,,,,,,116,69.33333333,,,
,,,,,,135,64.67,,,,,,,,,,,,,,,,,117,69.33333333,,,
,,,,,,136,64.14,,,,,,,,,,,,,,,,,118,69,,,
,,,,,,137,64.38,,,,,,,,,,,,,,,,,119,71,,,
,,,,,,138,63.94,,,,,,,,,,,,,,,,,120,71.33333333,,,
,,,,,,139,64.55,,,,,,,,,,,,,,,,,121,70.33333333,,,
,,,,,,140,64.34,,,,,,,,,,,,,,,,,122,70.66666667,,,
,,,,,,141,63.89,,,,,,,,,,,,,,,,,123,70,,,
,,,,,,142,64.61,,,,,,,,,,,,,,,,,124,70.33333333,,,
,,,,,,143,64.72,,,,,,,,,,,,,,,,,125,70.66666667,,,
,,,,,,144,64.82,,,,,,,,,,,,,,,,,126,71,,,
,,,,,,145,64.35,,,,,,,,,,,,,,,,,127,70.66666667,,,
,,,,,,146,64.6,,,,,,,,,,,,,,,,,128,71,,,
,,,,,,147,64.67,,,,,,,,,,,,,,,,,129,71.33333333,,,
,,,,,,148,64.8,,,,,,,,,,,,,,,,,130,71,,,
,,,,,,149,64.87,,,,,,,,,,,,,,,,,131,71,,,
,,,,,,150,64.77,,,,,,,,,,,,,,,,,132,71.33333333,,,
,,,,,,151,64.88,,,,,,,,,,,,,,,,,133,70.66666667,,,
,,,,,,152,64.84,,,,,,,,,,,,,,,,,134,71.33333333,,,
,,,,,,153,64.67,,,,,,,,,,,,,,,,,135,71,,,
,,,,,,154,65,,,,,,,,,,,,,,,,,136,71,,,
,,,,,,155,64.47,,,,,,,,,,,,,,,,,137,71.66666667,,,
,,,,,,156,64.59,,,,,,,,,,,,,,,,,138,70.66666667,,,
,,,,,,157,64.37,,,,,,,,,,,,,,,,,139,71.33333333,,,
,,,,,,158,64.67,,,,,,,,,,,,,,,,,140,70.66666667,,,
,,,,,,159,64.66,,,,,,,,,,,,,,,,,141,71,,,
,,,,,,160,64.61,,,,,,,,,,,,,,,,,142,71,,,
,,,,,,161,65.03,,,,,,,,,,,,,,,,,143,71.66666667,,,
,,,,,,162,65.08,,,,,,,,,,,,,,,,,144,72.33333333,,,
,,,,,,163,64.97,,,,,,,,,,,,,,,,,145,71.66666667,,,
,,,,,,164,64.41,,,,,,,,,,,,,,,,,146,71.66666667,,,
,,,,,,165,64.9,,,,,,,,,,,,,,,,,147,72,,,
,,,,,,166,64.83,,,,,,,,,,,,,,,,,148,71.33333333,,,
,,,,,,167,64.85,,,,,,,,,,,,,,,,,149,71.33333333,,,
,,,,,,168,64.88,,,,,,,,,,,,,,,,,150,71,,,
,,,,,,169,64.69,,,,,,,,,,,,,,,,,151,71,,,
,,,,,,170,64.42,,,,,,,,,,,,,,,,,152,71.33333333,,,
,,,,,,171,64.79,,,,,,,,,,,,,,,,,153,71.33333333,,,
,,,,,,172,64.8,,,,,,,,,,,,,,,,,154,71.66666667,,,
,,,,,,173,64.05,,,,,,,,,,,,,,,,,155,72,,,
,,,,,,174,64.47,,,,,,,,,,,,,,,,,156,71.66666667,,,
,,,,,,175,64.99,,,,,,,,,,,,,,,,,157,71.33333333,,,
,,,,,,176,64.66,,,,,,,,,,,,,,,,,158,71.33333333,,,
,,,,,,177,64.52,,,,,,,,,,,,,,,,,159,71.33333333,,,
,,,,,,178,64.87,,,,,,,,,,,,,,,,,160,71.66666667,,,
,,,,,,179,64.9,,,,,,,,,,,,,,,,,161,71.66666667,,,
,,,,,,180,64.95,,,,,,,,,,,,,,,,,162,72,,,
,,,,,,181,64.95,,,,,,,,,,,,,,,,,163,71.66666667,,,
,,,,,,182,64.83,,,,,,,,,,,,,,,,,164,71.66666667,,,
,,,,,,183,64.68,,,,,,,,,,,,,,,,,165,71.66666667,,,
,,,,,,184,64.71,,,,,,,,,,,,,,,,,166,71.33333333,,,
,,,,,,185,64.83,,,,,,,,,,,,,,,,,167,71.66666667,,,
,,,,,,186,64.84,,,,,,,,,,,,,,,,,168,72,,,
,,,,,,187,65.31,,,,,,,,,,,,,,,,,169,72.66666667,,,
,,,,,,188,64.4,,,,,,,,,,,,,,,,,170,72.33333333,,,
,,,,,,189,65.34,,,,,,,,,,,,,,,,,171,72.33333333,,,
,,,,,,FedAT,,,,,,,,,,,,,,,,,,172,72.33333333,,,
,,,,,,0,6.491323523,,,,,,,,,,,,,,,,,173,73.33333333,,,
,,,,,,1,11.79262662,,,,,,,,,,,,,,,,,174,73.66666667,,,
,,,,,,2,15.65260683,,,,,,,,,,,,,,,,,175,72.33333333,,,
,,,,,,3,19.64463543,,,,,,,,,,,,,,,,,176,72.33333333,,,
,,,,,,4,23.43727201,,,,,,,,,,,,,,,,,177,72.66666667,,,
,,,,,,5,26.50364311,,,,,,,,,,,,,,,,,178,72.33333333,,,
,,,,,,6,29.56820979,,,,,,,,,,,,,,,,,179,72,,,
,,,,,,7,31.77808482,,,,,,,,,,,,,,,,,180,72.33333333,,,
,,,,,,8,32.38178502,,,,,,,,,,,,,,,,,181,72.33333333,,,
,,,,,,9,34.6370292,,,,,,,,,,,,,,,,,182,72.33333333,,,
,,,,,,10,35.4744038,,,,,,,,,,,,,,,,,183,73.33333333,,,
,,,,,,11,35.54205351,,,,,,,,,,,,,,,,,184,73.66666667,,,
,,,,,,12,37.6743519,,,,,,,,,,,,,,,,,185,72.66666667,,,
,,,,,,13,37.57413669,,,,,,,,,,,,,,,,,186,72.66666667,,,
,,,,,,14,38.21874269,,,,,,,,,,,,,,,,,187,73.33333333,,,
,,,,,,15,38.53325602,,,,,,,,,,,,,,,,,188,73,,,
,,,,,,16,40.86399731,,,,,,,,,,,,,,,,,189,73,,,
,,,,,,17,41.51678168,,,,,,,,,,,,,,,,,190,73,,,
,,,,,,18,42.26985993,,,,,,,,,,,,,,,,,FedChain,,,,
,,,,,,19,43.06206579,,,,,,,,,,,,,,,,,0,9.105097662,,,
,,,,,,20,43.24535275,,,,,,,,,,,,,,,,,1,12.45010444,,,
,,,,,,21,43.40826733,,,,,,,,,,,,,,,,,2,35.47277363,,,
,,,,,,22,43.58417298,,,,,,,,,,,,,,,,,3,35.64114288,,,
,,,,,,23,43.99367078,,,,,,,,,,,,,,,,,4,63.40751006,,,
,,,,,,24,43.92323545,,,,,,,,,,,,,,,,,5,71.28587819,,,
,,,,,,25,44.17549079,,,,,,,,,,,,,,,,,6,68.33317083,,,
,,,,,,26,45.12230795,,,,,,,,,,,,,,,,,7,57.71021988,,,
,,,,,,27,44.98984892,,,,,,,,,,,,,,,,,8,55.31825652,,,
,,,,,,28,45.50859507,,,,,,,,,,,,,,,,,9,56.34858685,,,
,,,,,,29,45.85070387,,,,,,,,,,,,,,,,,10,60.60141354,,,
,,,,,,30,45.7196519,,,,,,,,,,,,,,,,,11,67.22651621,,,
,,,,,,31,46.06046496,,,,,,,,,,,,,,,,,12,70.7812219,,,
,,,,,,32,46.54132365,,,,,,,,,,,,,,,,,13,70.54009914,,,
,,,,,,33,46.39227349,,,,,,,,,,,,,,,,,14,71.76049024,,,
,,,,,,34,47.22951597,,,,,,,,,,,,,,,,,15,71.03913759,,,
,,,,,,35,47.71075483,,,,,,,,,,,,,,,,,16,71.36513426,,,
,,,,,,36,47.03906475,,,,,,,,,,,,,,,,,17,71.67408195,,,
,,,,,,37,47.66085865,,,,,,,,,,,,,,,,,18,72.13114673,,,
,,,,,,38,47.88248665,,,,,,,,,,,,,,,,,19,72.74404797,,,
,,,,,,39,47.930989,,,,,,,,,,,,,,,,,20,72.52789537,,,
,,,,,,40,49.66365982,,,,,,,,,,,,,,,,,21,73.20451882,,,
,,,,,,41,49.61155599,,,,,,,,,,,,,,,,,22,75.6833798,,,
,,,,,,42,50.21004781,,,,,,,,,,,,,,,,,23,75.22548973,,,
,,,,,,43,50.22167912,,,,,,,,,,,,,,,,,24,75.66467715,,,
,,,,,,44,50.42317628,,,,,,,,,,,,,,,,,25,75.74737887,,,
,,,,,,45,50.51553567,,,,,,,,,,,,,,,,,26,75.87454501,,,
,,,,,,46,50.80513346,,,,,,,,,,,,,,,,,27,75.07072987,,,
,,,,,,47,50.75547754,,,,,,,,,,,,,,,,,28,75.81421472,,,
,,,,,,48,50.88735716,,,,,,,,,,,,,,,,,29,77.07865974,,,
,,,,,,49,51.30821177,,,,,,,,,,,,,,,,,30,76.00897935,,,
,,,,,,50,51.66435905,,,,,,,,,,,,,,,,,31,76.13247527,,,
,,,,,,51,51.38440696,,,,,,,,,,,,,,,,,32,75.78670651,,,
,,,,,,52,52.22800243,,,,,,,,,,,,,,,,,33,75.76987951,,,
,,,,,,53,52.02243487,,,,,,,,,,,,,,,,,34,75.74073634,,,
,,,,,,54,51.92813221,,,,,,,,,,,,,,,,,35,76.61735255,,,
,,,,,,55,52.84303862,,,,,,,,,,,,,,,,,36,76.48340328,,,
,,,,,,56,52.68618313,,,,,,,,,,,,,,,,,37,75.91478145,,,
,,,,,,57,53.01346342,,,,,,,,,,,,,,,,,38,75.86633922,,,
,,,,,,58,52.74616317,,,,,,,,,,,,,,,,,39,75.42234293,,,
,,,,,,59,52.49420303,,,,,,,,,,,,,,,,,40,76.3755507,,,
,,,,,,60,53.35016696,,,,,,,,,,,,,,,,,41,76.32904776,,,
,,,,,,61,53.30291731,,,,,,,,,,,,,,,,,42,75.71790269,,,
,,,,,,62,53.62566111,,,,,,,,,,,,,,,,,43,75.8377996,,,
,,,,,,63,54.23844284,,,,,,,,,,,,,,,,,44,75.44298222,,,
,,,,,,64,54.45390087,,,,,,,,,,,,,,,,,45,75.84048113,,,
,,,,,,65,53.88700675,,,,,,,,,,,,,,,,,46,76.72018672,,,
,,,,,,66,54.21404463,,,,,,,,,,,,,,,,,47,76.19496421,,,
,,,,,,67,54.66063049,,,,,,,,,,,,,,,,,48,75.42015911,,,
,,,,,,68,55.10175033,,,,,,,,,,,,,,,,,49,75.91834955,,,
,,,,,,69,55.07035851,,,,,,,,,,,,,,,,,50,76.24351832,,,
,,,,,,70,54.57250921,,,,,,,,,,,,,,,,,51,75.83722749,,,
,,,,,,71,55.10187804,,,,,,,,,,,,,,,,,52,75.60479199,,,
,,,,,,72,55.005784,,,,,,,,,,,,,,,,,53,75.78753376,,,
,,,,,,73,54.8383018,,,,,,,,,,,,,,,,,54,76.48951837,,,
,,,,,,74,55.65638635,,,,,,,,,,,,,,,,,55,76.76133309,,,
,,,,,,75,55.82620659,,,,,,,,,,,,,,,,,56,76.15262236,,,
,,,,,,76,55.79167233,,,,,,,,,,,,,,,,,57,76.36343999,,,
,,,,,,77,55.62776674,,,,,,,,,,,,,,,,,58,76.14337321,,,
,,,,,,78,55.7825964,,,,,,,,,,,,,,,,,59,77.63627088,,,
,,,,,,79,55.97388005,,,,,,,,,,,,,,,,,60,75.97825464,,,
,,,,,,80,55.73012342,,,,,,,,,,,,,,,,,61,75.77960858,,,
,,,,,,81,56.47497589,,,,,,,,,,,,,,,,,62,76.44141953,,,
,,,,,,82,56.08362042,,,,,,,,,,,,,,,,,63,77.42879043,,,
,,,,,,83,57.06425464,,,,,,,,,,,,,,,,,64,76.36651162,,,
,,,,,,84,56.41658775,,,,,,,,,,,,,,,,,65,77.01445404,,,
,,,,,,85,57.22691397,,,,,,,,,,,,,,,,,66,76.04620534,,,
,,,,,,86,57.32545833,,,,,,,,,,,,,,,,,67,76.96589782,,,
,,,,,,87,56.64546971,,,,,,,,,,,,,,,,,68,75.71858599,,,
,,,,,,88,57.34879014,,,,,,,,,,,,,,,,,69,74.10043268,,,
,,,,,,89,57.219031,,,,,,,,,,,,,,,,,70,75.77107828,,,
,,,,,,90,57.1842985,,,,,,,,,,,,,,,,,71,76.14764717,,,
,,,,,,91,57.69405273,,,,,,,,,,,,,,,,,72,74.92917414,,,
,,,,,,92,57.4856715,,,,,,,,,,,,,,,,,73,74.93718873,,,
,,,,,,93,57.1449565,,,,,,,,,,,,,,,,,74,76.0782497,,,
,,,,,,94,57.78632366,,,,,,,,,,,,,,,,,75,75.75948155,,,
,,,,,,95,57.87583445,,,,,,,,,,,,,,,,,76,75.73180774,,,
,,,,,,96,57.86205005,,,,,,,,,,,,,,,,,77,75.93482859,,,
,,,,,,97,57.78334047,,,,,,,,,,,,,,,,,78,75.95043083,,,
,,,,,,98,57.42247437,,,,,,,,,,,,,,,,,79,76.36668698,,,
,,,,,,99,57.87368419,,,,,,,,,,,,,,,,,80,76.8894394,,,
,,,,,,100,58.29405384,,,,,,,,,,,,,,,,,81,76.11666766,,,
,,,,,,101,57.78511165,,,,,,,,,,,,,,,,,82,76.11468936,,,
,,,,,,102,58.35120102,,,,,,,,,,,,,,,,,83,76.00309145,,,
,,,,,,103,58.27147341,,,,,,,,,,,,,,,,,84,74.6862485,,,
,,,,,,104,58.40999451,,,,,,,,,,,,,,,,,85,76.05108211,,,
,,,,,,105,58.63258903,,,,,,,,,,,,,,,,,86,76.17634073,,,
,,,,,,106,58.49735675,,,,,,,,,,,,,,,,,87,76.46948071,,,
,,,,,,107,58.43294627,,,,,,,,,,,,,,,,,88,75.51218099,,,
,,,,,,108,58.84173661,,,,,,,,,,,,,,,,,89,75.28259808,,,
,,,,,,109,58.53588706,,,,,,,,,,,,,,,,,90,75.33604365,,,
,,,,,,110,58.69211301,,,,,,,,,,,,,,,,,91,76.11418663,,,
,,,,,,111,58.38376405,,,,,,,,,,,,,,,,,92,75.18091562,,,
,,,,,,112,58.90506368,,,,,,,,,,,,,,,,,93,75.73248048,,,
,,,,,,113,58.74018625,,,,,,,,,,,,,,,,,94,76.0603194,,,
,,,,,,114,59.5080204,,,,,,,,,,,,,,,,,95,75.16235892,,,
,,,,,,115,58.77844367,,,,,,,,,,,,,,,,,96,75.45897764,,,
,,,,,,116,59.72855103,,,,,,,,,,,,,,,,,97,75.36262277,,,
,,,,,,117,59.32170458,,,,,,,,,,,,,,,,,98,74.67289296,,,
,,,,,,118,59.04066804,,,,,,,,,,,,,,,,,99,74.78700074,,,
,,,,,,119,59.98467937,,,,,,,,,,,,,,,,,100,75.83681434,,,
,,,,,,120,60.34205529,,,,,,,,,,,,,,,,,101,75.30386913,,,
,,,,,,121,59.76551096,,,,,,,,,,,,,,,,,102,75.55959948,,,
,,,,,,122,59.7616082,,,,,,,,,,,,,,,,,103,75.04613296,,,
,,,,,,123,60.15986653,,,,,,,,,,,,,,,,,104,75.21766129,,,
,,,,,,124,60.52313526,,,,,,,,,,,,,,,,,105,74.46358243,,,
,,,,,,125,59.86132268,,,,,,,,,,,,,,,,,106,75.33453061,,,
,,,,,,126,59.77228751,,,,,,,,,,,,,,,,,107,75.08039825,,,
,,,,,,127,59.76349515,,,,,,,,,,,,,,,,,108,75.0326878,,,
,,,,,,128,60.16207399,,,,,,,,,,,,,,,,,109,74.45343931,,,
,,,,,,129,60.66824063,,,,,,,,,,,,,,,,,110,75.16048402,,,
,,,,,,130,59.7476361,,,,,,,,,,,,,,,,,111,74.79942071,,,
,,,,,,131,60.2443434,,,,,,,,,,,,,,,,,112,74.9991849,,,
,,,,,,132,60.16476165,,,,,,,,,,,,,,,,,113,74.7565853,,,
,,,,,,133,60.97290524,,,,,,,,,,,,,,,,,114,74.8529775,,,
,,,,,,134,60.25821246,,,,,,,,,,,,,,,,,115,74.88099621,,,
,,,,,,135,60.46742199,,,,,,,,,,,,,,,,,116,75.28885652,,,
,,,,,,136,60.53563874,,,,,,,,,,,,,,,,,117,74.65327686,,,
,,,,,,137,60.8037168,,,,,,,,,,,,,,,,,118,75.36102942,,,
,,,,,,138,61.1614804,,,,,,,,,,,,,,,,,119,75.17130604,,,
,,,,,,139,59.87217359,,,,,,,,,,,,,,,,,120,74.80026626,,,
,,,,,,140,60.78977244,,,,,,,,,,,,,,,,,121,75.46999762,,,
,,,,,,141,60.54160754,,,,,,,,,,,,,,,,,122,76.11062924,,,
,,,,,,142,60.81035958,,,,,,,,,,,,,,,,,123,75.2473452,,,
,,,,,,143,60.6656302,,,,,,,,,,,,,,,,,124,75.46507661,,,
,,,,,,144,61.43712774,,,,,,,,,,,,,,,,,125,74.60313398,,,
,,,,,,145,61.24685823,,,,,,,,,,,,,,,,,126,75.25912046,,,
,,,,,,146,60.73102257,,,,,,,,,,,,,,,,,127,75.27607321,,,
,,,,,,147,61.27353079,,,,,,,,,,,,,,,,,128,75.68590686,,,
,,,,,,148,61.30530034,,,,,,,,,,,,,,,,,129,75.38294736,,,
,,,,,,149,61.16031967,,,,,,,,,,,,,,,,,130,75.31321058,,,
,,,,,,150,60.72961684,,,,,,,,,,,,,,,,,131,75.12511028,,,
,,,,,,151,61.0505768,,,,,,,,,,,,,,,,,132,74.98764283,,,
,,,,,,152,61.43135006,,,,,,,,,,,,,,,,,133,74.73225307,,,
,,,,,,153,61.27172218,,,,,,,,,,,,,,,,,134,75.78518426,,,
,,,,,,154,61.54908989,,,,,,,,,,,,,,,,,135,75.09681582,,,
,,,,,,155,61.60343348,,,,,,,,,,,,,,,,,136,75.84256913,,,
,,,,,,156,61.52123561,,,,,,,,,,,,,,,,,137,75.15800923,,,
,,,,,,157,61.45619874,,,,,,,,,,,,,,,,,138,75.54986385,,,
,,,,,,158,61.7683194,,,,,,,,,,,,,,,,,139,74.99956462,,,
,,,,,,159,61.95404047,,,,,,,,,,,,,,,,,140,75.76881961,,,
,,,,,,160,61.86454086,,,,,,,,,,,,,,,,,141,75.99355361,,,
,,,,,,161,61.90205661,,,,,,,,,,,,,,,,,142,74.99106064,,,
,,,,,,162,61.84363406,,,,,,,,,,,,,,,,,143,75.63582218,,,
,,,,,,163,62.09586463,,,,,,,,,,,,,,,,,144,76.75278949,,,
,,,,,,164,62.21167807,,,,,,,,,,,,,,,,,145,75.69955567,,,
,,,,,,165,62.16954733,,,,,,,,,,,,,,,,,146,75.85051088,,,
,,,,,,166,61.99937146,,,,,,,,,,,,,,,,,147,74.54040918,,,
,,,,,,167,62.35779459,,,,,,,,,,,,,,,,,148,74.83368181,,,
,,,,,,168,62.36935897,,,,,,,,,,,,,,,,,149,76.23168843,,,
,,,,,,169,61.90899986,,,,,,,,,,,,,,,,,150,75.57257122,,,
,,,,,,170,62.62818635,,,,,,,,,,,,,,,,,151,75.86934433,,,
,,,,,,171,62.64559149,,,,,,,,,,,,,,,,,152,74.72091835,,,
,,,,,,172,62.51995789,,,,,,,,,,,,,,,,,153,75.44774266,,,
,,,,,,173,62.23771743,,,,,,,,,,,,,,,,,154,74.08369192,,,
,,,,,,174,62.99101001,,,,,,,,,,,,,,,,,155,75.42448973,,,
,,,,,,175,62.92525994,,,,,,,,,,,,,,,,,156,74.8224287,,,
,,,,,,176,63.11056614,,,,,,,,,,,,,,,,,157,75.5637093,,,
,,,,,,177,63.43184391,,,,,,,,,,,,,,,,,158,75.0982281,,,
,,,,,,178,62.51794916,,,,,,,,,,,,,,,,,159,75.10917592,,,
,,,,,,179,63.0798922,,,,,,,,,,,,,,,,,160,75.476544,,,
,,,,,,FedChain,,,,,,,,,,,,,,,,,,161,75.38720987,,,
,,,,,,0,0.93699889,,,,,,,,,,,,,,,,,162,75.62442396,,,
,,,,,,1,18.80426824,,,,,,,,,,,,,,,,,163,75.15354167,,,
,,,,,,2,30.04582038,,,,,,,,,,,,,,,,,164,74.74148257,,,
,,,,,,3,35.83863491,,,,,,,,,,,,,,,,,165,75.48389468,,,
,,,,,,4,38.67297087,,,,,,,,,,,,,,,,,166,75.71406023,,,
,,,,,,5,40.65581451,,,,,,,,,,,,,,,,,167,75.64327348,,,
,,,,,,6,42.93476662,,,,,,,,,,,,,,,,,168,75.09035886,,,
,,,,,,7,45.50475287,,,,,,,,,,,,,,,,,169,74.72712802,,,
,,,,,,8,47.08189671,,,,,,,,,,,,,,,,,170,74.7475449,,,
,,,,,,9,48.29153161,,,,,,,,,,,,,,,,,171,74.71649331,,,
,,,,,,10,49.55777992,,,,,,,,,,,,,,,,,172,74.27897905,,,
,,,,,,11,51.12734479,,,,,,,,,,,,,,,,,173,74.28544532,,,
,,,,,,12,51.16780646,,,,,,,,,,,,,,,,,174,74.41482066,,,
,,,,,,13,52.35237254,,,,,,,,,,,,,,,,,,,,,
,,,,,,14,52.35553916,,,,,,,,,,,,,,,,,,,,,
,,,,,,15,53.85527257,,,,,,,,,,,,,,,,,,,,,
,,,,,,16,53.73150646,,,,,,,,,,,,,,,,,,,,,
,,,,,,17,54.39121398,,,,,,,,,,,,,,,,,,,,,
,,,,,,18,55.38793846,,,,,,,,,,,,,,,,,,,,,
